DATE,INDCPIALLMINMEI
2009-06-01,58.5272553394963
2009-07-01,61.2049729040484
2009-08-01,61.9700350653491
2009-09-01,62.3525661459994
2009-10-01,63.1176283073
2009-11-01,64.2652215492509
2009-12-01,64.6477526299012
2010-01-01,65.7953458718521
2010-02-01,65.0302837105515
2010-03-01,65.0302837105515
2010-04-01,65.0302837105515
2010-05-01,65.7953458718521
2010-06-01,66.5604080331527
2010-07-01,68.0905323557539
2010-08-01,68.0905323557539
2010-09-01,68.4730634364042
2010-10-01,69.2381255977048
2010-11-01,69.6206566783551
2010-12-01,70.768249920306
2011-01-01,71.9158431622569
2011-02-01,70.768249920306
2011-03-01,70.768249920306
2011-04-01,71.1507810009563
2011-05-01,71.5333120816066
2011-06-01,72.2983742429072
2011-07-01,73.8284985655084
2011-08-01,74.2110296461587
2011-09-01,75.3586228881097
2011-10-01,75.74115396876
2011-11-01,76.1236850494102
2011-12-01,75.3586228881097
2012-01-01,75.74115396876
2012-02-01,76.1236850494102
2012-03-01,76.8887472107109
2012-04-01,78.4188715333121
2012-05-01,78.8014026139624
2012-06-01,79.566464775263
2012-07-01,81.0965890978642
2012-08-01,81.8616512591648
2012-09-01,82.2441823398151
2012-10-01,83.0092445011157
2012-11-01,83.391775581766
2012-12-01,83.7743066624163
2013-01-01,84.5393688237169
2013-02-01,85.3044309850175
2013-03-01,85.6869620656678
2013-04-01,86.4520242269684
2013-05-01,87.217086388269
2013-06-01,88.36467963022
2013-07-01,89.8948039528212
2013-08-01,90.6598661141218
2013-09-01,91.0423971947721
2013-10-01,92.189990436723
2013-11-01,92.9550525980236
2013-12-01,91.4249282754224
2014-01-01,90.6598661141218
2014-02-01,91.0423971947721
2014-03-01,91.4249282754224
2014-04-01,92.5725215173733
2014-05-01,93.3375836786739
2014-06-01,94.1026458399745
2014-07-01,96.3978323238763
2014-08-01,96.7803634045266
2014-09-01,96.7803634045266
2014-10-01,96.7803634045266
2014-11-01,96.7803634045266
2014-12-01,96.7803634045266
2015-01-01,97.1628944851769
2015-02-01,96.7803634045266
2015-03-01,97.1628944851769
2015-04-01,97.9279566464775
2015-05-01,98.6930188077781
2015-06-01,99.840612049729
2015-07-01,100.60567421103
2015-08-01,100.98820529168
2015-09-01,101.753267452981
2015-10-01,102.900860694931
2015-11-01,103.283391775582
2015-12-01,102.900860694931
2016-01-01,102.900860694931
2016-02-01,102.135798533631
2016-03-01,102.518329614281
2016-04-01,103.665922856232
2016-05-01,105.196047178833
2016-06-01,105.961109340134
2016-07-01,107.108702582085
2016-08-01,106.343640420784
2016-09-01,105.961109340134
2016-10-01,106.343640420784
2016-11-01,105.961109340134
2016-12-01,105.196047178833
2017-01-01,104.813516098183
2017-02-01,104.813516098183
2017-03-01,105.196047178833
2017-04-01,105.961109340134
2017-05-01,106.343640420784
2017-06-01,107.108702582085
2017-07-01,109.021357985336
2017-08-01,109.021357985336
2017-09-01,109.021357985336
2017-10-01,109.786420146637
2017-11-01,110.168951227287
2017-12-01,109.403889065987
2018-01-01,110.168951227287
2018-02-01,109.786420146637
2018-03-01,109.786420146637
2018-04-01,110.168951227287
2018-05-01,110.551482307938
2018-06-01,111.316544469238
2018-07-01,115.141855275741
2018-08-01,115.141855275741
2018-09-01,115.141855275741
2018-10-01,115.524386356391
2018-11-01,115.524386356391
2018-12-01,115.141855275741
