DATE,SPASTT01USM661N
2010-03-01,68.8368642946686
2010-04-01,71.2205383145324
2010-05-01,65.5570764473694
2010-06-01,63.3849744526077
2010-07-01,63.6621066448507
2010-08-01,64.8323556283169
2010-09-01,66.9184801467424
2010-10-01,70.0758577962512
2010-11-01,71.2458258075724
2010-12-01,73.4390943705826
2011-01-01,75.8366296829276
2011-02-01,78.3819563434847
2011-03-01,77.4994228363857
2011-04-01,79.3437239954426
2011-05-01,78.7945171095646
2011-06-01,75.9440546996571
2011-07-01,77.6740938531256
2011-08-01,68.7667149158278
2011-09-01,66.5573372831773
2011-10-01,67.948898659435
2011-11-01,68.6442110606558
2011-12-01,69.3681826206553
2012-01-01,72.3130516712457
2012-02-01,75.6141934015565
2012-03-01,76.4875484852558
2012-04-01,75.3468952343846
2012-05-01,72.1718163397478
2012-06-01,70.7619917740722
2012-07-01,72.7995081114316
2012-08-01,75.0352034683201
2012-09-01,77.4222491539226
2012-10-01,77.609189287656
2012-11-01,76.134928443419
2012-12-01,78.3935698588068
2013-01-01,81.9272628677047
2013-02-01,83.3436434500944
2013-03-01,84.6809772023884
2013-04-01,85.1552581829625
2013-05-01,88.4165955260805
2013-06-01,86.20319062602
2013-07-01,88.4996696235863
2013-08-01,88.9430436682224
2013-09-01,90.1150721419396
2013-10-01,92.1681356046497
2013-11-01,94.6492133014086
2013-12-01,95.0910888279387
2014-01-01,95.9823324715293
2014-02-01,95.3644747249166
2014-03-01,97.5370450065864
2014-04-01,98.4552619760864
2014-05-01,99.7269419038579
2014-06-01,102.133842954366
2014-07-01,102.877388907126
2014-08-01,101.528347982128
2014-09-01,102.387935430728
2014-10-01,98.0721096278383
2014-11-01,102.260186762185
2014-12-01,101.376529366506
2015-01-01,100.079093658786
2015-02-01,102.775583333294
2015-03-01,102.253724402852
2015-04-01,103.848803269392
2015-05-01,104.406813949143
2015-06-01,103.163231235861
2015-07-01,101.693840575468
2015-08-01,98.640141647424
2015-09-01,93.2241225825274
2015-10-01,96.7003099591045
2015-11-01,97.660672750338
2015-12-01,95.553662635809
2016-01-01,89.2078130860903
2016-02-01,88.2409879355244
2016-03-01,94.195068657885
2016-04-01,96.8375180231924
2016-05-01,96.8365814493761
2016-06-01,97.5245885748296
2016-07-01,99.9992039122561
2016-08-01,101.047979271748
2016-09-01,100.230163015356
2016-10-01,99.0518594970692
2016-11-01,99.854222285493
2016-12-01,103.843652113402
2017-01-01,105.023547807176
2017-02-01,106.974431066528
2017-03-01,107.7979604232
2017-04-01,107.274322002507
2017-05-01,108.387908270087
2017-06-01,109.926137105978
2017-07-01,111.184705000321
2017-08-01,110.952622008642
2017-09-01,112.86192139055
2017-10-01,115.632306739164
2017-11-01,115.948587716928
2017-12-01,119.044807096232
2018-01-01,124.243166406221
2018-02-01,119.489117714685
2018-03-01,118.081728240932
2018-04-01,117.40130736339
2018-05-01,118.303508920631
2018-06-01,118.59993453349
2018-07-01,119.529577703549
2018-08-01,121.281532684319
2018-09-01,122.261188896168
2018-10-01,117.418446664228
2018-11-01,115.529377276752
2018-12-01,108.75523252084
